,year,infraction_code,street_address,count,fine_sum,fine_descrp,mean_hour,lat,lng,full_address,fine_amt
53976,2008,3,25 THE WEST MALL,8291,248730.0,PARK/LEAVE ON PRIVATE PROPERTY,13.0,43.6112889,-79.55686709999999,25 The West Mall Etobicoke ON M9C 1B8 Canada,30.0
50294,2008,3,1750 FINCH AVE E,7525,225750.0,PARK/LEAVE ON PRIVATE PROPERTY,13.0,43.7951474,-79.3496186,Building D 1750 Finch Ave E North York ON M2J 2X5 Canada,30.0
90392,2008,5,20 EDWARD ST,4328,173120.0,PARK HWY PROHIBED TIME/DAY,15.0,43.65696699999999,-79.382122,20 Edward St Toronto ON M5G 1C9 Canada,40.0
52076,2008,3,2075 BAYVIEW AVE,5394,161820.0,PARK/LEAVE ON PRIVATE PROPERTY,12.0,43.7249074,-79.3737727,2075 Bayview Ave Toronto ON M4N 3M5 Canada,30.0
189893,2008,9,60 MURRAY ST,2683,160980.0,STOP HWY PROHIBITED TIME/DAY,13.0,43.65807090000001,-79.39175949999999,60 Murray St Toronto ON M5T 3H7 Canada,60.0
401943,2008,347,45 OVERLEA BLVD,479,119750.0,PARK IN A FIRE ROUTE,17.0,43.7055953,-79.34599,45 Overlea Blvd Toronto ON M4H 1C3 Canada,250.0
52075,2008,3,2075 BAYVIEW AV,3916,117480.0,PARK/LEAVE ON PRIVATE PROPERTY,12.0,43.7249074,-79.3737727,2075 Bayview Ave Toronto ON M4N 3M5 Canada,30.0
169512,2008,8,244 VICTORIA ST,1820,109200.0,STAND SIGN HWY PRO TIMES/DAYS,14.0,43.65525450000001,-79.3795183,244 Victoria St Toronto ON M5B 1V8 Canada,60.0
96905,2008,5,2401 YONGE ST,2552,102080.0,PARK HWY PROHIBED TIME/DAY,15.0,43.7100798,-79.3987015,2401 Yonge St Toronto ON M4P 2E7 Canada,40.0
194386,2008,9,JAMES ST,1664,99840.0,STOP HWY PROHIBITED TIME/DAY,12.0,43.653203,-79.38113899999999,James St Toronto ON Canada,60.0
181384,2008,9,200 ELIZABETH ST,1542,92520.0,STOP HWY PROHIBITED TIME/DAY,13.0,43.6586363,-79.3884791,Eaton Building 200 Elizabeth St Toronto ON M5G 2C4 Canada,60.0
190618,2008,9,66 WELLINGTON ST W,1510,90600.0,STOP HWY PROHIBITED TIME/DAY,12.0,43.6473609,-79.3811225,66 Wellington St W Toronto ON M5K 1B1 Canada,60.0
401342,2008,347,31 TAPSCOTT RD,361,90250.0,PARK IN A FIRE ROUTE,15.0,43.8067262,-79.2220804,31 Tapscott Rd Scarborough ON M1B 4Y7 Canada,250.0
401487,2008,347,3401 DUFFERIN ST,355,88750.0,PARK IN A FIRE ROUTE,15.0,43.7256702,-79.452168,3401 Dufferin St North York ON M6A 2T9 Canada,250.0
401252,2008,347,300 BOROUGH DR,351,87750.0,PARK IN A FIRE ROUTE,15.0,43.7764253,-79.2585331,300 Borough Dr Toronto ON M1P 4P5 Canada,250.0
402185,2008,347,5100 YONGE ST,349,87250.0,PARK IN A FIRE ROUTE,14.0,43.7672827,-79.414745,5100 Yonge St Toronto ON M2N 5W4 Canada,250.0
206968,2008,15,43 ELM ST,869,86900.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6571928,-79.38367339999999,43 Elm St Toronto ON M5G 1H1 Canada,100.0
402836,2008,347,85 ELLESMERE RD,346,86500.0,PARK IN A FIRE ROUTE,14.0,43.7574406,-79.31254849999999,85 Ellesmere Rd Toronto ON M1R 4C1 Canada,250.0
400314,2008,347,1921 EGLINTON AVE E,335,83750.0,PARK IN A FIRE ROUTE,14.0,43.7268809,-79.2884564,1921 Eglinton Ave E Toronto ON M1L 2L6 Canada,250.0
168739,2008,8,200 KING ST E,1344,80640.0,STAND SIGN HWY PRO TIMES/DAYS,14.0,43.6509838,-79.370241,200 King St E Toronto ON M5A 3W8 Canada,60.0
167484,2008,8,15 ASQUITH AVE,1280,76800.0,STAND SIGN HWY PRO TIMES/DAYS,12.0,43.671399,-79.38591579999999,15 Asquith Ave Toronto ON M4W 1J7 Canada,60.0
133887,2008,5,74 VICTORIA ST,1896,75840.0,PARK HWY PROHIBED TIME/DAY,13.0,43.6511,-79.3775,Royal Trust Corporation of Canada 74 Victoria St Toronto ON M5C 2A4 Canada,40.0
81905,2008,5,158 VICTORIA ST,1867,74680.0,PARK HWY PROHIBED TIME/DAY,14.0,43.6534688,-79.3787143,158 Victoria St Toronto ON M5B 1T6 Canada,40.0
400851,2008,347,25 THE WEST MALL,298,74500.0,PARK IN A FIRE ROUTE,14.0,43.6112889,-79.55686709999999,25 The West Mall Etobicoke ON M9C 1B8 Canada,250.0
171430,2008,8,40 ORCHARD VIEW BLVD,1208,72480.0,STAND SIGN HWY PRO TIMES/DAYS,15.0,43.7081781,-79.39970579999999,40 Orchard View Blvd Toronto ON M4R 1B9 Canada,60.0
47976,2008,3,1265 MILITARY TR,2409,72270.0,PARK/LEAVE ON PRIVATE PROPERTY,15.0,43.7837405,-79.1876838,1265 Military Trail Scarborough ON M1C 1A5 Canada,30.0
168680,2008,8,20 EGLINTON AVE W,1200,72000.0,STAND SIGN HWY PRO TIMES/DAYS,12.0,43.7068303,-79.39912939999999,20 Eglinton Ave W Toronto ON M4R 1K8 Canada,60.0
381887,2008,250,1675 LAKE SHORE BLVD E,679,71295.0,PARK IN PARK NOT IN DESIG AREA,16.0,43.662648,-79.3100073,1675 Lake Shore Blvd E Toronto ON M4L 3W6 Canada,105.0
173489,2008,8,78 HOLLY ST,1167,70020.0,STAND SIGN HWY PRO TIMES/DAYS,14.0,43.7063603,-79.3969128,78 Holly St Toronto ON M4S Canada,60.0
402043,2008,347,4968 YONGE ST,276,69000.0,PARK IN A FIRE ROUTE,14.0,43.7651528,-79.4122785,4968 Yonge St North York ON M2N 7H1 Canada,250.0
381836,2008,250,10 ASHBRIDGES BAY PARK RD,656,68880.0,PARK IN PARK NOT IN DESIG AREA,16.0,43.6608174,-79.3139571,10 Ashbridges Bay Park Rd Toronto ON M4L 3W6 Canada,105.0
177049,2008,9,1235 BAY ST,1141,68460.0,STOP HWY PROHIBITED TIME/DAY,12.0,43.6708675,-79.3896589,1235 Bay St Toronto ON M5R 3K4 Canada,60.0
80774,2008,5,150 YORK ST,1679,67160.0,PARK HWY PROHIBED TIME/DAY,12.0,43.6495641,-79.38464619999999,150 York St Toronto ON M5H Canada,40.0
55960,2008,3,3030 BIRCHMOUNT RD,2237,67110.0,PARK/LEAVE ON PRIVATE PROPERTY,14.0,43.8018893,-79.3090236,3030 Birchmount Rd Scarborough ON M1W 3W3 Canada,30.0
399400,2008,347,10 NORTHTOWN WAY,261,65250.0,PARK IN A FIRE ROUTE,15.0,43.7759013,-79.4132609,10 Northtown Way North York ON M2N 7L4 Canada,250.0
132464,2008,5,70 YORK ST,1630,65200.0,PARK HWY PROHIBED TIME/DAY,12.0,43.6468166,-79.3834392,70 York St Toronto ON M5H 1J8 Canada,40.0
405454,2008,363,2161 QUEEN ST E,144,64800.0,PARK ON-STRT DISABLD NO PERMIT,14.0,43.6700915,-79.2984972,2161 Queen St E Toronto ON M4L 1J1 Canada,450.0
172230,2008,8,5140 YONGE ST,1075,64500.0,STAND SIGN HWY PRO TIMES/DAYS,14.0,43.7683537,-79.41304629999999,5140 Yonge St Toronto ON M2N 6L7 Canada,60.0
97976,2008,5,25 LEONARD AVE,1519,60760.0,PARK HWY PROHIBED TIME/DAY,13.0,43.653826,-79.4041249,25 Leonard Ave Toronto ON M5T 2R2 Canada,40.0
189140,2008,9,55 TEMPERANCE ST,988,59280.0,STOP HWY PROHIBITED TIME/DAY,13.0,43.6504773,-79.3815243,55 Temperance St Toronto ON M5H 3V5 Canada,60.0
134586,2008,5,76 PEARL ST,1479,59160.0,PARK HWY PROHIBED TIME/DAY,13.0,43.6485365,-79.38395129999999,76 Pearl St Toronto ON M5H Canada,40.0
261342,2008,29,25 ST MARY ST,1970,59100.0,PARK PROHIBITED TIME NO PERMIT,19.0,43.6673655,-79.38716409999999,25 St Mary St Toronto ON M4Y 1R2 Canada,30.0
404756,2008,355,555 REXDALE BLVD,130,58500.0,PARK IN DISABLED NO PERMIT,18.0,43.7151594,-79.6040759,555 Rexdale Blvd Etobicoke ON M9W Canada,450.0
401121,2008,347,2900 WARDEN AVE,233,58250.0,PARK IN A FIRE ROUTE,15.0,43.7983618,-79.3184634,2900 Warden Ave Scarborough ON M1W 2S8 Canada,250.0
405982,2008,367,18 GRENVILLE ST,129,58050.0,STAND ON-ST DISABL LDG NO PRMT,14.0,43.662112,-79.3843857,18 Grenville St Toronto ON M4Y 3B3 Canada,450.0
193202,2008,9,90 ADELAIDE ST W,967,58020.0,STOP HWY PROHIBITED TIME/DAY,12.0,43.64985919999999,-79.38203709999999,90 Adelaide St W Toronto ON M5H 4A6 Canada,60.0
401123,2008,347,2901 BAYVIEW AVE,232,58000.0,PARK IN A FIRE ROUTE,15.0,43.7690889,-79.3849352,2901 Bayview Ave North York ON M2K 2S3 Canada,250.0
192069,2008,9,79 WELLINGTON ST W,962,57720.0,STOP HWY PROHIBITED TIME/DAY,12.0,43.6466172,-79.3812389,79 Wellington St W Toronto ON M5K 1B1 Canada,60.0
52555,2008,3,2181 YONGE ST,1903,57090.0,PARK/LEAVE ON PRIVATE PROPERTY,14.0,43.7050979,-79.3975176,2181 Yonge St Toronto ON M4S 3H7 Canada,30.0
174981,2008,9,100 MAITLAND ST,931,55860.0,STOP HWY PROHIBITED TIME/DAY,18.0,43.6649475,-79.3796158,100 Maitland St Toronto ON M4Y 1E2 Canada,60.0
56697,2008,3,3320 MIDLAND AVE,1833,54990.0,PARK/LEAVE ON PRIVATE PROPERTY,16.0,43.8070253,-79.2887975,3320 Midland Ave Scarborough ON M1V Canada,30.0
402073,2008,347,5 NORTHTOWN WAY,219,54750.0,PARK IN A FIRE ROUTE,16.0,43.7749923,-79.4134696,5 Northtown Way North York ON M2N 7A1 Canada,250.0
403031,2008,347,989 MURRAY ROSS PKWY,217,54250.0,PARK IN A FIRE ROUTE,16.0,43.7745608,-79.5139389,Canlan Ice Sports 989 Murray Ross Pkwy North York ON M3J 3M4 Canada,250.0
275983,2008,29,39 SUNNYSIDE AVE,1772,53160.0,PARK PROHIBITED TIME NO PERMIT,8.0,43.6402712,-79.4487814,39 Sunnyside Ave Toronto ON M6R 2N9 Canada,30.0
171763,2008,8,45 THE ESPLANADE,874,52440.0,STAND SIGN HWY PRO TIMES/DAYS,17.0,43.646567,-79.3742742,45 The Esplanade Toronto ON M5E 1W2 Canada,60.0
62869,2008,3,700 LAWRENCE AVE W,1719,51570.0,PARK/LEAVE ON PRIVATE PROPERTY,14.0,43.7166569,-79.4472576,700 Lawrence Ave W Toronto ON M6A 3B4 Canada,30.0
174342,2008,8,ALBERT ST,857,51420.0,STAND SIGN HWY PRO TIMES/DAYS,14.0,43.6532393,-79.38133409999999,Albert St Toronto ON Canada,60.0
181811,2008,9,21 MELINDA ST,850,51000.0,STOP HWY PROHIBITED TIME/DAY,13.0,43.64835679999999,-79.3784263,21 Melinda St Toronto ON M5E 1H5 Canada,60.0
339130,2008,82,23 ELM ST,1263,50520.0,PARK-PASSENGER/FREIGHT LOADING,16.0,43.6574088,-79.3829059,23 Elm St Toronto ON M5G 1H1 Canada,40.0
191130,2008,9,70 YORK ST,838,50280.0,STOP HWY PROHIBITED TIME/DAY,10.0,43.6468166,-79.3834392,70 York St Toronto ON M5H 1J8 Canada,60.0
207724,2008,15,5100 YONGE ST,496,49600.0,PARK 3 M OF FIRE HYDRANT,14.0,43.7672827,-79.414745,5100 Yonge St Toronto ON M2N 5W4 Canada,100.0
184698,2008,9,3 PARK HOME AVE,824,49440.0,STOP HWY PROHIBITED TIME/DAY,14.0,43.7683918,-79.4143753,3 Park Home Ave Toronto ON M2N Canada,60.0
165987,2008,8,100 KING ST W,822,49320.0,STAND SIGN HWY PRO TIMES/DAYS,12.0,43.6486362,-79.38174389999999,100 King St W Toronto ON M5X 2A2 Canada,60.0
192587,2008,9,84 MERRICK ST,813,48780.0,STOP HWY PROHIBITED TIME/DAY,14.0,43.6407807,-79.4518113,84 Merrick St Toronto ON M6R 1C8 Canada,60.0
342329,2008,134,60 BLOOR ST W,1620,48600.0,PARK IN PUBLIC LANE,11.0,43.6701043,-79.3914649,60 BLOOR ST W Toronto ON M4W Canada,30.0
174155,2008,8,94 CUMBERLAND ST,809,48540.0,STAND SIGN HWY PRO TIMES/DAYS,13.0,43.6705473,-79.3907619,94 Cumberland St Toronto ON M5R 1A3 Canada,60.0
253215,2008,29,2 COOPER ST,1583,47490.0,PARK PROHIBITED TIME NO PERMIT,13.0,43.6430005,-79.3725505,2 Cooper St Toronto ON M5E 1L7 Canada,30.0
175100,2008,9,101 ELM ST,789,47340.0,STOP HWY PROHIBITED TIME/DAY,16.0,43.6565964,-79.38723139999999,101 Elm St Toronto ON M5G 1G6 Canada,60.0
206509,2008,15,393 UNIVERSITY AVE,465,46500.0,PARK 3 M OF FIRE HYDRANT,12.0,43.65400959999999,-79.3872207,393 University Ave Toronto ON M5G Canada,100.0
382009,2008,257,10 ASHBRIDGES BAY PARK RD,440,46200.0,PARK CONTRARY POSTED CONDITION,17.0,43.6608174,-79.3139571,10 Ashbridges Bay Park Rd Toronto ON M4L 3W6 Canada,105.0
49025,2008,3,15 FORT YORK BLVD,1537,46110.0,PARK/LEAVE ON PRIVATE PROPERTY,13.0,43.6400559,-79.39396740000001,15 Fort York Blvd Toronto ON M5V 3Y4 Canada,30.0
339038,2008,82,17 ELM ST,1152,46080.0,PARK-PASSENGER/FREIGHT LOADING,16.0,43.6574452,-79.3825798,17 Elm St Toronto ON M5G 1H1 Canada,40.0
339107,2008,82,21 PIPER ST,1150,46000.0,PARK-PASSENGER/FREIGHT LOADING,12.0,43.8033815,-79.2720327,21 Pipers Green Ave Scarborough ON M1S 3J9 Canada,40.0
188864,2008,9,533 ST CLAIR AVE W,756,45360.0,STOP HWY PROHIBITED TIME/DAY,16.0,43.68271499999999,-79.4196719,533 St Clair Ave W Toronto ON M6C 1A1 Canada,60.0
166321,2008,8,110 EDWARD ST,743,44580.0,STAND SIGN HWY PRO TIMES/DAYS,13.0,43.6560209,-79.3861923,110 Edward St Toronto ON M5G 0A9 Canada,60.0
72304,2008,5,115 YORK ST,1101,44040.0,PARK HWY PROHIBED TIME/DAY,12.0,43.6479654,-79.3835182,115 York St Toronto ON M5X 2A2 Canada,40.0
318073,2008,30,446 MANOR RD E,732,43920.0,STOP ON/OVER SIDEWALK/FOOTPATH,16.0,43.7069646,-79.3760381,446 Manor Rd E Toronto ON M4S Canada,60.0
405067,2008,357,555 REXDALE BLVD,97,43650.0,PARK IN DISABLED NOT DROP OFF,17.0,43.7151594,-79.6040759,555 Rexdale Blvd Etobicoke ON M9W Canada,450.0
71135,2008,5,110 ELM ST,1084,43360.0,PARK HWY PROHIBED TIME/DAY,15.0,43.65686119999999,-79.3871806,110 Elm St Toronto ON M5G 1X8 Canada,40.0
406116,2008,369,410 COLLEGE ST,96,43200.0,STAND STR DISABL LDG NO DROPOF,16.0,43.6569699,-79.40630039999999,410 College St Toronto ON M5T 1S8 Canada,450.0
301422,2008,29,85 GLENDALE AVE,1436,43080.0,PARK PROHIBITED TIME NO PERMIT,5.0,43.6414509,-79.45113330000001,85 Glendale Ave Toronto ON M6R 2S8 Canada,30.0
271534,2008,29,34 LENNOX ST,1436,43080.0,PARK PROHIBITED TIME NO PERMIT,15.0,43.6633943,-79.41346039999999,34 Lennox St Toronto ON M6G 1J5 Canada,30.0
405566,2008,363,325 BLEECKER ST,95,42750.0,PARK ON-STRT DISABLD NO PERMIT,15.0,43.66939,-79.3743751,325 Bleecker St Toronto ON M4X 1M2 Canada,450.0
192192,2008,9,8 PARK RD,711,42660.0,STOP HWY PROHIBITED TIME/DAY,13.0,43.6713021,-79.3846911,8 Park Rd Toronto ON M4W 3S5 Canada,60.0
171562,2008,8,418 SPADINA RD,711,42660.0,STAND SIGN HWY PRO TIMES/DAYS,12.0,43.6887933,-79.4129286,418 Spadina Rd Toronto ON M5P 2W4 Canada,60.0
62865,2008,3,700 LAWRENCE AV W,1419,42570.0,PARK/LEAVE ON PRIVATE PROPERTY,14.0,43.7166569,-79.4472576,700 Lawrence Ave W Toronto ON M6A 3B4 Canada,30.0
381906,2008,250,2001 LAKE SHORE BLVD W,404,42420.0,PARK IN PARK NOT IN DESIG AREA,16.0,43.6331119,-79.47091549999999,2001 Lake Shore Blvd W Toronto ON M6S 5B5 Canada,105.0
168607,2008,8,2 LOMBARD ST,700,42000.0,STAND SIGN HWY PRO TIMES/DAYS,13.0,43.6515618,-79.377287,2 Lombard St Toronto ON M5C 1M1 Canada,60.0
401964,2008,347,462 BIRCHMOUNT RD,166,41500.0,PARK IN A FIRE ROUTE,15.0,43.81885,-79.3157452,462 Birchmount Rd Scarborough ON M1W 3T8 Canada,250.0
404296,2008,355,1900 EGLINTON AVE E,92,41400.0,PARK IN DISABLED NO PERMIT,19.0,43.7271416,-79.2933295,1900 Eglinton Ave E Scarborough ON M1L 2L9 Canada,450.0
168196,2008,8,18 ORDE ST,687,41220.0,STAND SIGN HWY PRO TIMES/DAYS,12.0,43.65832169999999,-79.3920484,18 Orde St Toronto ON M5T 1N7 Canada,60.0
50290,2008,3,1750 FINCH AV E,1370,41100.0,PARK/LEAVE ON PRIVATE PROPERTY,13.0,43.7951474,-79.3496186,Building D 1750 Finch Ave E North York ON M2J 2X5 Canada,30.0
125722,2008,5,58 MARINE PARADE DR,1021,40840.0,PARK HWY PROHIBED TIME/DAY,16.0,43.6273029,-79.4768643,58 Marine Parade Dr Etobicoke ON M8V 4G1 Canada,40.0
176290,2008,9,115 SAULTER ST S,680,40800.0,STOP HWY PROHIBITED TIME/DAY,10.0,43.6510198,-79.3430764,115 Saulter St S Toronto ON M4M 3K8 Canada,60.0
402949,2008,347,900 DUFFERIN ST,163,40750.0,PARK IN A FIRE ROUTE,15.0,43.6560132,-79.4352469,900 Dufferin St Toronto ON M6H 4A9 Canada,250.0
399892,2008,347,1448 LAWRENCE AVE E,161,40250.0,PARK IN A FIRE ROUTE,15.0,43.7421465,-79.3146093,1448 Lawrence Ave E North York ON M4A 2S8 Canada,250.0
205795,2008,15,33 ELMHURST AVE,397,39700.0,PARK 3 M OF FIRE HYDRANT,13.0,43.7624237,-79.4128298,33 Elmhurst Ave North York ON M2N 6G8 Canada,100.0
286927,2008,29,54 GLENDALE AVE,1321,39630.0,PARK PROHIBITED TIME NO PERMIT,5.0,43.64084880000001,-79.4513772,54 Glendale Ave Toronto ON M6R 2S8 Canada,30.0
124255,2008,5,55 TOWN CENTRE CRT,990,39600.0,PARK HWY PROHIBED TIME/DAY,11.0,43.7738992,-79.254181,55 Town Centre Court Scarborough ON M1P 4X4 Canada,40.0
59141,2008,3,443 WELLINGTON ST W,1317,39510.0,PARK/LEAVE ON PRIVATE PROPERTY,15.0,43.6432396,-79.39714649999999,443 Wellington St W Toronto ON M5V 1E7 Canada,30.0
171739,2008,8,45 BALLIOL ST,658,39480.0,STAND SIGN HWY PRO TIMES/DAYS,12.0,43.6973565,-79.3949863,45 Balliol St Toronto ON M4S 1C3 Canada,60.0
63162,2008,3,735 COLLEGE ST,1312,39360.0,PARK/LEAVE ON PRIVATE PROPERTY,19.0,43.6542138,-79.4193016,735 College St Toronto ON M6G 1C5 Canada,30.0
402483,2008,347,6464 YONGE ST,157,39250.0,PARK IN A FIRE ROUTE,14.0,43.7956848,-79.42228349999999,6464 Yonge St North York ON M2M 3X4 Canada,250.0
107408,2008,5,33 ORCHARD VIEW BLVD,976,39040.0,PARK HWY PROHIBED TIME/DAY,15.0,43.7079042,-79.3993402,33 Orchard View Blvd Toronto ON M4R 2E9 Canada,40.0
193247,2008,9,90 YORKVILLE AVE,647,38820.0,STOP HWY PROHIBITED TIME/DAY,16.0,43.6712119,-79.3918458,90 Yorkville Ave Toronto ON M5R 1B9 Canada,60.0
182330,2008,9,2200 YONGE ST,643,38580.0,STOP HWY PROHIBITED TIME/DAY,11.0,43.7060902,-79.3985895,2200 Yonge St Toronto ON M4S Canada,60.0
188228,2008,9,5 PARK HOME AVE,643,38580.0,STOP HWY PROHIBITED TIME/DAY,14.0,43.7687027,-79.4149034,5 Park Home Ave Toronto ON M2N 6L4 Canada,60.0
181253,2008,9,2 ST CLAIR AVE W,641,38460.0,STOP HWY PROHIBITED TIME/DAY,12.0,43.6883211,-79.3947657,2 St Clair Ave W Toronto ON M4V 1L5 Canada,60.0
208114,2008,15,56 THE ESPLANADE,384,38400.0,PARK 3 M OF FIRE HYDRANT,16.0,43.6471037,-79.3741972,56 The Esplanade Toronto ON M5E 1A6 Canada,100.0
135211,2008,5,78 HARRISON GARDEN BLVD,960,38400.0,PARK HWY PROHIBED TIME/DAY,17.0,43.7561001,-79.4069131,78 Harrison Garden Blvd North York ON M2N 7E2 Canada,40.0
55867,2008,3,300 BOROUGH DR,1274,38220.0,PARK/LEAVE ON PRIVATE PROPERTY,13.0,43.7764253,-79.2585331,300 Borough Dr Toronto ON M1P 4P5 Canada,30.0
191132,2008,9,70 YORKVILLE AVE,635,38100.0,STOP HWY PROHIBITED TIME/DAY,13.0,43.6713528,-79.3909664,70 Yorkville Ave Toronto ON M5R 1B9 Canada,60.0
51951,2008,3,205 HUMBER COLLEGE BLVD,1261,37830.0,PARK/LEAVE ON PRIVATE PROPERTY,11.0,43.7289981,-79.6082172,205 Humber College Blvd Toronto ON M9W 5L7 Canada,30.0
62173,2008,3,65 WELLESLEY ST E,1257,37710.0,PARK/LEAVE ON PRIVATE PROPERTY,15.0,43.6654519,-79.3811295,65 Wellesley St E Toronto ON M4Y 2T6 Canada,30.0
345712,2008,192,80 MILL ST,628,37680.0,STAND SIGNED TRANSIT STOP,16.0,43.65132149999999,-79.3580582,80 Mill St Toronto ON M5A 4T3 Canada,60.0
178691,2008,9,150 YORK ST,622,37320.0,STOP HWY PROHIBITED TIME/DAY,13.0,43.6495641,-79.38464619999999,150 York St Toronto ON M5H Canada,60.0
192073,2008,9,790 BAY ST,617,37020.0,STOP HWY PROHIBITED TIME/DAY,12.0,43.6604976,-79.3860586,790 Bay St Toronto ON M5G 1N8 Canada,60.0
402165,2008,347,5085 SHEPPARD AVE E,148,37000.0,PARK IN A FIRE ROUTE,15.0,43.7924452,-79.2402558,5085 Sheppard Ave E Scarborough ON M1S 4N3 Canada,250.0
381923,2008,250,275 UNWIN AVE,349,36645.0,PARK IN PARK NOT IN DESIG AREA,18.0,43.6398923,-79.3416523,275 Unwin Ave Toronto ON M5A 1A2 Canada,105.0
169235,2008,8,229 MANOR RD E,609,36540.0,STAND SIGN HWY PRO TIMES/DAYS,15.0,43.7042795,-79.38785969999999,229 Manor Rd E Toronto ON M4S 1R9 Canada,60.0
182426,2008,9,2221 YONGE ST,607,36420.0,STOP HWY PROHIBITED TIME/DAY,12.0,43.7060203,-79.3979253,2221 Yonge St Toronto ON M4S 2B4 Canada,60.0
116585,2008,5,44 VICTORIA ST,903,36120.0,PARK HWY PROHIBED TIME/DAY,13.0,43.6503921,-79.3772798,44 Victoria St Toronto ON M5C Canada,40.0
107521,2008,5,33 VICTORIA ST,902,36080.0,PARK HWY PROHIBED TIME/DAY,13.0,43.6500575,-79.3768261,33 Victoria St Toronto ON M5C Canada,40.0
181815,2008,9,21 PIPER ST,598,35880.0,STOP HWY PROHIBITED TIME/DAY,13.0,43.8033815,-79.2720327,21 Pipers Green Ave Scarborough ON M1S 3J9 Canada,60.0
339517,2008,82,PIPER ST,892,35680.0,PARK-PASSENGER/FREIGHT LOADING,11.0,43.6464066,-79.3807586,Piper St Toronto ON M5J Canada,40.0
96899,2008,5,2400 YONGE ST,892,35680.0,PARK HWY PROHIBED TIME/DAY,15.0,43.7100033,-79.3994749,2400 Yonge St Toronto ON M4P 2H4 Canada,40.0
232059,2008,29,10 PARKDALE RD,1183,35490.0,PARK PROHIBITED TIME NO PERMIT,7.0,43.641949,-79.4498388,10 Parkdale Rd Toronto ON M6R 2N8 Canada,30.0
174478,2008,8,JAMES ST,590,35400.0,STAND SIGN HWY PRO TIMES/DAYS,13.0,43.653203,-79.38113899999999,James St Toronto ON Canada,60.0
399773,2008,347,131 BEECROFT RD,140,35000.0,PARK IN A FIRE ROUTE,13.0,43.764516,-79.414415,131 Beecroft Rd North York ON M2N 7C4 Canada,250.0
90854,2008,5,20 VICTORIA ST,874,34960.0,PARK HWY PROHIBED TIME/DAY,12.0,43.6499935,-79.37721959999999,20 Victoria St Toronto ON M5C 2N8 Canada,40.0
405104,2008,358,2 JAMES ST,76,34200.0,STAND IN DISABLED NOT DROP OFF,14.0,43.6697143,-79.36469509999999,2 St James Ct Toronto ON M4X 1X4 Canada,450.0
404130,2008,355,12 HARRISON GARDEN BLVD,76,34200.0,PARK IN DISABLED NO PERMIT,15.0,43.7577838,-79.4086384,12 Harrison Garden Blvd North York ON M2N 7C1 Canada,450.0
399458,2008,347,100 UPPER MADISON AVE,136,34000.0,PARK IN A FIRE ROUTE,13.0,43.7642223,-79.4127268,100 Upper Madison Ave North York ON M2N 6M4 Canada,250.0
53467,2008,3,240 MCCAUL ST,1126,33780.0,PARK/LEAVE ON PRIVATE PROPERTY,13.0,43.6582206,-79.3933534,240 McCaul St Toronto ON M5T 1W5 Canada,30.0
406020,2008,367,401 COLLEGE ST,75,33750.0,STAND ON-ST DISABL LDG NO PRMT,13.0,43.6564064,-79.40573479999999,401 College St Toronto ON M5T 1S9 Canada,450.0
406002,2008,367,25 MUTUAL ST,75,33750.0,STAND ON-ST DISABL LDG NO PRMT,13.0,43.65432149999999,-79.374353,25 Mutual St Toronto ON M5B 2K1 Canada,450.0
136569,2008,5,80 RICHMOND ST W,835,33400.0,PARK HWY PROHIBED TIME/DAY,12.0,43.651232,-79.382319,80 Richmond St W Toronto ON M5H 2A3 Canada,40.0
348771,2008,207,15 DEVONSHIRE PL,1112,33360.0,PARK FAIL TO DEP. FEE MACHINE,16.0,43.6655774,-79.3973432,15 Devonshire Pl Toronto ON M5S 2C8 Canada,30.0
76334,2008,5,131 BLOOR ST W,833,33320.0,PARK HWY PROHIBED TIME/DAY,14.0,43.6687028,-79.39231540000002,131 Bloor St W Toronto ON M5S 3L7 Canada,40.0
401400,2008,347,3227 EGLINTON AVE E,132,33000.0,PARK IN A FIRE ROUTE,14.0,43.74359210000001,-79.21463419999999,3227 Eglinton Ave E Toronto ON M1J Canada,250.0
92500,2008,5,21 SACKVILLE ST,824,32960.0,PARK HWY PROHIBED TIME/DAY,13.0,43.653963,-79.3597516,21 Sackville St Toronto ON M5A 1L9 Canada,40.0
206668,2008,15,40 ORCHARD VIEW BLVD,327,32700.0,PARK 3 M OF FIRE HYDRANT,15.0,43.7081781,-79.39970579999999,40 Orchard View Blvd Toronto ON M4R 1B9 Canada,100.0
65710,2008,4,4050 YONGE ST,1084,32520.0,PARK/LEAVE ON MUNICIPAL PRPTY,12.0,43.744235,-79.4075249,4050 Yonge St North York ON M2P 2G2 Canada,30.0
104560,2008,5,30 WELLINGTON ST W,806,32240.0,PARK HWY PROHIBED TIME/DAY,12.0,43.6475888,-79.3792489,30 Wellington St W Toronto ON M5E Canada,40.0
74290,2008,5,122 BOND ST,804,32160.0,PARK HWY PROHIBED TIME/DAY,15.0,43.65774769999999,-79.37918359999999,122 Bond St Toronto ON M5B 1E9 Canada,40.0
120138,2008,5,499 DANFORTH AVE,801,32040.0,PARK HWY PROHIBED TIME/DAY,15.0,43.6779427,-79.3491196,499 Danforth Ave Toronto ON M4K 1P5 Canada,40.0
