,year,infraction_code,street_address,count,fine_sum,fine_descrp,mean_hour,lat,lng,full_address,fine_amt
964041,2010,15,580 KING ST W,41,4100.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6451011,-79.3994969,580 King St W Toronto ON M5V 1M1 Canada,100.0
961300,2010,15,287 ASSINIBOINE RD,41,4100.0,PARK 3 M OF FIRE HYDRANT,15.0,43.7686783,-79.4992989,287 Assiniboine Rd North York ON M3J 0C4 Canada,100.0
960106,2010,15,212 MC CAUL ST,40,4000.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6573681,-79.3930397,212 McCaul St Toronto ON M5T 1W5 Canada,100.0
965208,2010,15,81 FRONT ST E,40,4000.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6487275,-79.3725058,81 Front St E Toronto ON M5E 1B8 Canada,100.0
965272,2010,15,83 LILLIAN ST,40,4000.0,PARK 3 M OF FIRE HYDRANT,13.0,43.7067968,-79.39363159999999,83 Lillian St Toronto ON M4S 2H7 Canada,100.0
964222,2010,15,601 KINGSTON RD,39,3900.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6786209,-79.29871779999999,601 Kingston Rd Toronto ON M4E 1R3 Canada,100.0
963335,2010,15,4900 YONGE ST,39,3900.0,PARK 3 M OF FIRE HYDRANT,14.0,43.7633623,-79.41291609999999,Joseph Shepard Building 4900 Yonge St North York ON M2N Canada,100.0
958011,2010,15,12 TEMPERANCE ST,39,3900.0,PARK 3 M OF FIRE HYDRANT,14.0,43.651107,-79.3795729,12 Temperance St Toronto ON M5H 1Y4 Canada,100.0
963411,2010,15,5 PARK HOME AVE,39,3900.0,PARK 3 M OF FIRE HYDRANT,14.0,43.7687027,-79.4149034,5 Park Home Ave Toronto ON M2N 6L4 Canada,100.0
957769,2010,15,113 BALLIOL ST,38,3800.0,PARK 3 M OF FIRE HYDRANT,13.0,43.69789069999999,-79.3931722,113 Balliol St Toronto ON M4S 1C2 Canada,100.0
963005,2010,15,441 SHAW ST,38,3800.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6538069,-79.41950279999999,441 Shaw St Toronto ON M6J 2X4 Canada,100.0
958393,2010,15,137 EDWARD ST,38,3800.0,PARK 3 M OF FIRE HYDRANT,13.0,43.65547249999999,-79.38787359999999,137 Edward St Toronto ON M5G 2P1 Canada,100.0
962788,2010,15,415 QUEEN ST W,38,3800.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6488899,-79.3949775,415 Queen St W Toronto ON M5V 2A5 Canada,100.0
965904,2010,15,CRAWFORD ST,38,3800.0,PARK 3 M OF FIRE HYDRANT,12.0,43.653581,-79.418446,Crawford St Toronto ON Canada,100.0
957165,2010,15,1 DUPLEX AVE,38,3800.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6980599,-79.39805,1 Duplex Ave Toronto ON M5P Canada,100.0
961678,2010,15,31 HOWARD ST,37,3700.0,PARK 3 M OF FIRE HYDRANT,12.0,43.67111269999999,-79.3748501,31 Howard St Toronto ON M4X 1J6 Canada,100.0
961714,2010,15,312 COOK RD,37,3700.0,PARK 3 M OF FIRE HYDRANT,14.0,43.7674899,-79.4999165,312 Cook Rd North York ON M3J 0C2 Canada,100.0
958667,2010,15,15 BEECROFT RD,37,3700.0,PARK 3 M OF FIRE HYDRANT,14.0,43.7624302,-79.413681,15 Beecroft Rd North York ON M2N Canada,100.0
965802,2010,15,ALBERT ST,37,3700.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6532393,-79.38133409999999,Albert St Toronto ON Canada,100.0
960864,2010,15,255 HURON ST,36,3600.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6608887,-79.3988066,255 Huron St Toronto ON M5S 3J1 Canada,100.0
958560,2010,15,1434 QUEEN ST E,36,3600.0,PARK 3 M OF FIRE HYDRANT,18.0,43.6648953,-79.3234167,1434 Queen St E Toronto ON M4L 1E1 Canada,100.0
960817,2010,15,250 FERRAND DR,36,3600.0,PARK 3 M OF FIRE HYDRANT,13.0,43.7197677,-79.33157489999999,250 Ferrand Dr North York ON M3C 3G8 Canada,100.0
959822,2010,15,20 EDWARD ST,36,3600.0,PARK 3 M OF FIRE HYDRANT,17.0,43.65696699999999,-79.382122,20 Edward St Toronto ON M5G 1C9 Canada,100.0
962046,2010,15,34 BORDEN ST,36,3600.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6579392,-79.4057006,34 Borden St Toronto ON M5S 2M9 Canada,100.0
961377,2010,15,291 SPADINA AVE,36,3600.0,PARK 3 M OF FIRE HYDRANT,16.0,43.65348849999999,-79.39777620000001,291 Spadina Ave Toronto ON M5T 2E6 Canada,100.0
960060,2010,15,21 NELSON ST,36,3600.0,PARK 3 M OF FIRE HYDRANT,14.0,43.7460147,-79.2325134,21 Nelson St Toronto ON M1J 2V3 Canada,100.0
960547,2010,15,24 BELLEVUE AVE,36,3600.0,PARK 3 M OF FIRE HYDRANT,12.0,43.6537271,-79.4031579,24 Bellevue Ave Toronto ON M5T 2N4 Canada,100.0
961830,2010,15,322 MANNING AVE,36,3600.0,PARK 3 M OF FIRE HYDRANT,16.0,43.6545688,-79.41235669999999,322 Manning Ave Toronto ON M6J 2L1 Canada,100.0
964054,2010,15,584 WELLINGTON ST W,36,3600.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6424961,-79.4035674,584 Wellington St W Toronto ON M5V 2X5 Canada,100.0
959137,2010,15,17 NIAGARA ST,35,3500.0,PARK 3 M OF FIRE HYDRANT,13.0,43.642061,-79.40017970000001,17 Niagara St Toronto ON M5V 1C2 Canada,100.0
965644,2010,15,93 WALNUT AVE,35,3500.0,PARK 3 M OF FIRE HYDRANT,17.0,43.6420259,-79.4076761,93 Walnut Ave Toronto ON M5V 2S1 Canada,100.0
966251,2010,15,YONGE ST,35,3500.0,PARK 3 M OF FIRE HYDRANT,12.0,43.71929,-79.4010273,Yonge St Toronto ON Canada,100.0
963904,2010,15,56 MACPHERSON AVE,35,3500.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6787462,-79.3927471,56 Macpherson Ave Toronto ON M5R 1W8 Canada,100.0
963057,2010,15,45 HANNA AVE,35,3500.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6388721,-79.4196894,45 Hanna Ave Toronto ON M6K Canada,100.0
962850,2010,15,420 WELLINGTON ST W,35,3500.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6438913,-79.39641639999999,420 Wellington St W Toronto ON M5V 1E3 Canada,100.0
965164,2010,15,80 GROSVENOR ST,35,3500.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6622332,-79.3885212,80 Grosvenor St Toronto ON M7A 1E9 Canada,100.0
965617,2010,15,92 KING ST E,35,3500.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6501109,-79.3749132,92 King St E Toronto ON M5C 2V8 Canada,100.0
960462,2010,15,2323 YONGE ST,34,3400.0,PARK 3 M OF FIRE HYDRANT,16.0,43.7082921,-79.398242,2323 Yonge St Toronto ON M4P 2C9 Canada,100.0
965073,2010,15,79 LEITCH AVE,34,3400.0,PARK 3 M OF FIRE HYDRANT,13.0,43.7687667,-79.4971577,79 Leitch Ave North York ON M3J 0E2 Canada,100.0
965923,2010,15,DORIS AVE,34,3400.0,PARK 3 M OF FIRE HYDRANT,16.0,43.7713837,-79.411609,Doris Ave Toronto ON M2N Canada,100.0
965703,2010,15,96 DOVERCOURT RD,34,3400.0,PARK 3 M OF FIRE HYDRANT,11.0,43.6428644,-79.42227989999999,96 Dovercourt Rd Toronto ON M6J 3C3 Canada,100.0
960731,2010,15,25 BEDFORD RD,34,3400.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6700124,-79.3977139,25 Bedford Rd Toronto ON M5R 2K1 Canada,100.0
961360,2010,15,290 COOK RD,33,3300.0,PARK 3 M OF FIRE HYDRANT,15.0,43.7677093,-79.4988604,290 Cook Rd North York ON M3J 0C6 Canada,100.0
957779,2010,15,113 OXFORD ST,33,3300.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6555571,-79.40492859999999,113 Oxford St Toronto ON M5T 1P4 Canada,100.0
961101,2010,15,27 ELM ST,32,3200.0,PARK 3 M OF FIRE HYDRANT,17.0,43.6573938,-79.38303739999999,27 Elm St Toronto ON M5G 1H1 Canada,100.0
963701,2010,15,533 PALMERSTON BLVD,32,3200.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6639553,-79.4131584,533 Palmerston Blvd Toronto ON M6G 2P4 Canada,100.0
965587,2010,15,91 KING ST E,32,3200.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6496893,-79.3749752,91 King St E Toronto ON M5C 1G3 Canada,100.0
964293,2010,15,62 BORDEN ST,31,3100.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6587732,-79.4060374,62 Borden St Toronto ON M5S 2N1 Canada,100.0
958743,2010,15,150 GLENHOLME AVE,31,3100.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6802074,-79.4393113,150 Glenholme Ave York ON M6E 3C4 Canada,100.0
957566,2010,15,108 MACDONALD AVE,31,3100.0,PARK 3 M OF FIRE HYDRANT,13.0,43.7042663,-79.5049706,108 MacDonald Ave Toronto ON M9N 2E6 Canada,100.0
961654,2010,15,309 ASSINIBOINE RD,31,3100.0,PARK 3 M OF FIRE HYDRANT,15.0,43.7684432,-79.5003339,309 Assiniboine Rd North York ON M3J 0B9 Canada,100.0
965190,2010,15,80 YORKVILLE AVE,30,3000.0,PARK 3 M OF FIRE HYDRANT,15.0,43.67139400000001,-79.391328,80 Yorkville Ave Toronto ON M5R 2C2 Canada,100.0
958230,2010,15,13 LARKIN AVE,30,3000.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6484606,-79.483199,13 Larkin Ave Toronto ON M6S 1L7 Canada,100.0
961536,2010,15,30 GRAND TRUNK CRES,30,3000.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6422691,-79.3828039,30 Grand Trunk Crescent Toronto ON M5J 3A3 Canada,100.0
957775,2010,15,113 HAZELTON AVE,30,3000.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6742259,-79.3942977,113 Hazelton Ave Toronto ON M5R 2E4 Canada,100.0
963302,2010,15,488 EGLINTON AVE W,30,3000.0,PARK 3 M OF FIRE HYDRANT,14.0,43.7038316,-79.4128564,488 Eglinton Ave W Toronto ON M5N 1A5 Canada,100.0
961166,2010,15,275 BLEECKER ST,30,3000.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6687541,-79.37355960000001,275 Bleecker St Toronto ON M4X 1M1 Canada,100.0
961810,2010,15,320 BRUNSWICK AVE,30,3000.0,PARK 3 M OF FIRE HYDRANT,16.0,43.6665654,-79.40802110000001,320 Brunswick Ave Toronto ON M5R 2Y9 Canada,100.0
959272,2010,15,179 GOWAN AVE,30,3000.0,PARK 3 M OF FIRE HYDRANT,15.0,43.688243,-79.3487778,179 Gowan Ave East York ON M4K 2E5 Canada,100.0
962995,2010,15,440 CRAWFORD ST,29,2900.0,PARK 3 M OF FIRE HYDRANT,11.0,43.6561249,-79.4200053,440 Crawford St Toronto ON M6G 3J6 Canada,100.0
964260,2010,15,61 RICHVIEW RD,29,2900.0,PARK 3 M OF FIRE HYDRANT,11.0,43.6841716,-79.5166876,61 Richview Rd Etobicoke ON M9A 4M8 Canada,100.0
965076,2010,15,79 SULLIVAN ST,29,2900.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6509011,-79.3961691,79 Sullivan St Toronto ON M5T 1C2 Canada,100.0
963388,2010,15,5 DUFRESNE CRT,29,2900.0,PARK 3 M OF FIRE HYDRANT,19.0,43.7150514,-79.3306688,5 Dufresne Ct Toronto ON M3C Canada,100.0
965152,2010,15,80 CARLTON ST,29,2900.0,PARK 3 M OF FIRE HYDRANT,12.0,43.6623192,-79.3788462,80 Carlton St Toronto ON M5B 1L6 Canada,100.0
963689,2010,15,5308 YONGE ST,29,2900.0,PARK 3 M OF FIRE HYDRANT,15.0,43.7729276,-79.4140458,5308 Yonge St North York ON M2N Canada,100.0
961307,2010,15,288 QUEEN ST W,29,2900.0,PARK 3 M OF FIRE HYDRANT,15.0,43.649705,-79.3928756,288 Queen St W Toronto ON M5V 2A4 Canada,100.0
959574,2010,15,194 GRACE ST,29,2900.0,PARK 3 M OF FIRE HYDRANT,11.0,43.6563844,-79.4164417,194 Grace St Toronto ON M6G 3A6 Canada,100.0
957238,2010,15,1 WILLCOCKS ST,29,2900.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6620627,-79.3976216,1 Willcocks St Toronto ON M5S 3G3 Canada,100.0
957282,2010,15,10 MARKET ST,29,2900.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6484783,-79.3721186,10 Market St Toronto ON M5E 1M6 Canada,100.0
962347,2010,15,37 PRINCE ARTHUR AVE,28,2800.0,PARK 3 M OF FIRE HYDRANT,14.0,43.66923999999999,-79.39720419999999,37 Prince Arthur Ave Toronto ON M5R 1B2 Canada,100.0
964584,2010,15,680 ROSELAWN AVE,28,2800.0,PARK 3 M OF FIRE HYDRANT,18.0,43.7057238,-79.42536489999999,680 Roselawn Ave Toronto ON M5N 1L3 Canada,100.0
958737,2010,15,150 FERRAND DR,28,2800.0,PARK 3 M OF FIRE HYDRANT,12.0,43.720792,-79.332168,150 Ferrand Dr North York ON M3C 3E5 Canada,100.0
962872,2010,15,425 UNIVERSITY AVE,28,2800.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6542722,-79.38735179999999,425 University Ave Toronto ON M5G 1T6 Canada,100.0
960482,2010,15,234 SIMCOE ST,28,2800.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6533211,-79.3890957,234 Simcoe St Toronto ON M5T 1T4 Canada,100.0
957308,2010,15,10 STRICKLAND AVE,28,2800.0,PARK 3 M OF FIRE HYDRANT,12.0,43.6430429,-79.4314321,10 Strickland Ave Toronto ON M6K 2H8 Canada,100.0
959020,2010,15,163 HURON ST,28,2800.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6573408,-79.39767239999999,163 Huron St Toronto ON M5T 2B6 Canada,100.0
961659,2010,15,309 THE KINGSWAY,27,2700.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6646477,-79.52268339999999,309 The Kingsway Etobicoke ON M9A Canada,100.0
963509,2010,15,5050 YONGE ST,27,2700.0,PARK 3 M OF FIRE HYDRANT,13.0,43.7670456,-79.4134279,5050 Yonge St North York ON M2N 7H1 Canada,100.0
965068,2010,15,79 CROSSOVERS ST,27,2700.0,PARK 3 M OF FIRE HYDRANT,17.0,43.68592,-79.2951901,79 Crossovers St Toronto ON M4E 3X3 Canada,100.0
966180,2010,15,SPADINA CRES,27,2700.0,PARK 3 M OF FIRE HYDRANT,18.0,43.660198,-79.4011735,Spadina Crescent Toronto ON M5S Canada,100.0
957915,2010,15,118 YORKVILLE AVE,27,2700.0,PARK 3 M OF FIRE HYDRANT,16.0,43.6708347,-79.3937136,118 Yorkville Ave Toronto ON M5R 1C2 Canada,100.0
962691,2010,15,401 WELLINGTON ST W,27,2700.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6434672,-79.39487749999999,401 Wellington St W Toronto ON M5V 1E7 Canada,100.0
958089,2010,15,123 HURON ST,27,2700.0,PARK 3 M OF FIRE HYDRANT,17.0,43.6560189,-79.397024,123 Huron St Toronto ON M5T 2B3 Canada,100.0
964085,2010,15,590 MARKHAM ST,27,2700.0,PARK 3 M OF FIRE HYDRANT,16.0,43.6638202,-79.41217429999999,590 Markham St Toronto ON M6G 2L8 Canada,100.0
957590,2010,15,109 KING ST E,27,2700.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6499813,-79.3740347,109 King St E Toronto ON M5C 1G6 Canada,100.0
964717,2010,15,70 ST MARY ST,27,2700.0,PARK 3 M OF FIRE HYDRANT,14.0,43.66722559999999,-79.3900187,70 St Mary St Toronto ON M5S 1J3 Canada,100.0
959402,2010,15,1835 YONGE ST,27,2700.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6967221,-79.39577539999999,1835 Yonge St Toronto ON M4S 1X8 Canada,100.0
964459,2010,15,656 RICHMOND ST W,27,2700.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6462841,-79.4051401,656 Richmond St W Toronto ON M6J 1C3 Canada,100.0
960327,2010,15,224 ADELAIDE ST W,27,2700.0,PARK 3 M OF FIRE HYDRANT,17.0,43.6484781,-79.3880553,224 Adelaide St W Toronto ON M5H 1W7 Canada,100.0
960145,2010,15,215 HURON ST,26,2600.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6593909,-79.39823510000001,215 Huron St Toronto ON M5T 1R2 Canada,100.0
962006,2010,15,336 DUNDAS ST W,26,2600.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6542373,-79.39258579999999,336 Dundas St W Toronto ON M5T 1G5 Canada,100.0
965784,2010,15,99 GLENDALE AVE,26,2600.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6418381,-79.4506114,99 Glendale Ave Toronto ON M6R 2T3 Canada,100.0
960960,2010,15,26 LOMBARD ST,26,2600.0,PARK 3 M OF FIRE HYDRANT,14.0,43.65172159999999,-79.37663429999999,26 Lombard St Toronto ON M5C 1M1 Canada,100.0
963356,2010,15,4968 YONGE ST,26,2600.0,PARK 3 M OF FIRE HYDRANT,15.0,43.7651528,-79.4122785,4968 Yonge St North York ON M2N 7H1 Canada,100.0
959640,2010,15,2 ALBERT ST,26,2600.0,PARK 3 M OF FIRE HYDRANT,16.0,43.65323009999999,-79.38144369999999,2 Albert St Toronto ON M5H Canada,100.0
966191,2010,15,STRATHMORE BLVD,26,2600.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6837824,-79.3257028,Strathmore Blvd Toronto ON Canada,100.0
965683,2010,15,95 MC CAUL ST,26,2600.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6532698,-79.3908378,95 McCaul St Toronto ON M5T 2W7 Canada,100.0
957213,2010,15,1 RYERSON AVE,26,2600.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6475999,-79.4019818,1 Ryerson Ave Toronto ON M5V Canada,100.0
960311,2010,15,222 ELM ST,26,2600.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6559523,-79.39190049999999,222 Elm St Toronto ON M5T 1K4 Canada,100.0
965254,2010,15,822 PALMERSTON AVE,26,2600.0,PARK 3 M OF FIRE HYDRANT,12.0,43.67082569999999,-79.41621010000001,822 Palmerston Ave Toronto ON M6G 2R9 Canada,100.0
965952,2010,15,FENWICK AVE,26,2600.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6772985,-79.3480953,Fenwick Ave Toronto ON M4K Canada,100.0
960035,2010,15,21 GLEBE RD E,26,2600.0,PARK 3 M OF FIRE HYDRANT,16.0,43.7011393,-79.3959704,21 Glebe Rd E Toronto ON M4S 1N6 Canada,100.0
958937,2010,15,16 DENISON SQ,25,2500.0,PARK 3 M OF FIRE HYDRANT,13.0,43.653806,-79.40250189999999,16 Denison Square Toronto ON M5T 1K8 Canada,100.0
962097,2010,15,342 BRUNSWICK AVE,25,2500.0,PARK 3 M OF FIRE HYDRANT,18.0,43.6672922,-79.40827759999999,342 Brunswick Ave Toronto ON M5R 2Y9 Canada,100.0
959308,2010,15,18 HOLLYWOOD AVE,25,2500.0,PARK 3 M OF FIRE HYDRANT,14.0,43.76653220000001,-79.41107459999999,18 Hollywood Ave North York ON M2N Canada,100.0
965348,2010,15,850 COXWELL AVE,25,2500.0,PARK 3 M OF FIRE HYDRANT,12.0,43.69124799999999,-79.3283427,East York Civic Centre 850 Coxwell Ave East York ON M4C 5R1 Canada,100.0
960192,2010,15,219 FRONT ST E,25,2500.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6507612,-79.3657659,219 Front St E Toronto ON M5A 1E8 Canada,100.0
960250,2010,15,22 MACKAY AVE,25,2500.0,PARK 3 M OF FIRE HYDRANT,14.0,43.67708349999999,-79.4436182,22 MacKay Ave Toronto ON M6H 2N6 Canada,100.0
958518,2010,15,141 ISABELLA ST,25,2500.0,PARK 3 M OF FIRE HYDRANT,12.0,43.6692661,-79.3765963,141 Isabella St Toronto ON M4Y 1P3 Canada,100.0
962119,2010,15,346 QUEEN ST W,25,2500.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6492714,-79.3952578,346 Queen St W Toronto ON M5V 2A2 Canada,100.0
961619,2010,15,304 ADELAIDE ST W,25,2500.0,PARK 3 M OF FIRE HYDRANT,16.0,43.6477927,-79.3912922,304 Adelaide St W Toronto ON M5V 1P6 Canada,100.0
959390,2010,15,182 SPADINA AVE,25,2500.0,PARK 3 M OF FIRE HYDRANT,16.0,43.6495294,-79.3969706,182 Spadina Ave Toronto ON M5T 2C2 Canada,100.0
964894,2010,15,740 RICHMOND ST W,25,2500.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6456129,-79.4085671,740 Richmond St W Toronto ON M6J 1C5 Canada,100.0
963816,2010,15,55 FAIRLAWN AVE,25,2500.0,PARK 3 M OF FIRE HYDRANT,14.0,43.7303959,-79.4054039,55 Fairlawn Ave Toronto ON M5M 1S6 Canada,100.0
960452,2010,15,231 KING ST E,25,2500.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6508972,-79.3709068,231 KING ST E Toronto ON M5A 1J9 Canada,100.0
962493,2010,15,39 FRONT ST E,25,2500.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6476951,-79.3748458,39 Front St E Toronto ON M5E 1B3 Canada,100.0
961036,2010,15,265 ASSINIBOINE RD,25,2500.0,PARK 3 M OF FIRE HYDRANT,13.0,43.7688985,-79.4982708,265 Assiniboine Rd North York ON M3J 0C8 Canada,100.0
961205,2010,15,28 BALMORAL AVE,25,2500.0,PARK 3 M OF FIRE HYDRANT,12.0,43.6857428,-79.3945525,28 Balmoral Ave Toronto ON M4V 1J4 Canada,100.0
964779,2010,15,72 CARLTON ST,25,2500.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6621782,-79.3790691,72 Carlton St Toronto ON M5B 2J6 Canada,100.0
959607,2010,15,197 KING ST E,24,2400.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6508166,-79.3699949,197 King St E Toronto ON M5A 1J5 Canada,100.0
964977,2010,15,761 QUEEN ST W,24,2400.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6463274,-79.4078138,761 Queen St W Toronto ON M6J 1G1 Canada,100.0
965463,2010,15,89 KING ST E,24,2400.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6495492,-79.37500059999999,89 King St E Toronto ON M5C 1G3 Canada,100.0
963153,2010,15,462 FRONT ST W,24,2400.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6420389,-79.39703,462 Front St W Toronto ON M5V 1B6 Canada,100.0
957229,2010,15,1 VENDOME PL,24,2400.0,PARK 3 M OF FIRE HYDRANT,14.0,43.7156713,-79.328099,1 Vendome Pl Toronto ON M3C Canada,100.0
959294,2010,15,18 DENISON SQ,24,2400.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6538993,-79.4026128,18 Denison Square Toronto ON M5T 1K8 Canada,100.0
965286,2010,15,84 CARLTON ST,24,2400.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6623657,-79.37864359999999,84 Carlton St Toronto ON M5B 1L6 Canada,100.0
958308,2010,15,133 DANFORTH AVE,24,2400.0,PARK 3 M OF FIRE HYDRANT,17.0,43.6763133,-79.3575891,133 Danforth Ave Toronto ON M4K 1N2 Canada,100.0
964805,2010,15,720 KING ST W,24,2400.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6439189,-79.4041711,720 King St W Toronto ON M5V Canada,100.0
965853,2010,15,BRIAN HARRISON WAY,24,2400.0,PARK 3 M OF FIRE HYDRANT,12.0,43.7725774,-79.2588861,Brian Harrison Way Scarborough ON M1P Canada,100.0
963591,2010,15,518 DANFORTH AVE,24,2400.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6783732,-79.3485046,518 Danforth Ave Toronto ON M4K 1P7 Canada,100.0
962112,2010,15,345 DANFORTH AVE,24,2400.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6771974,-79.35315,345 Danforth Ave Toronto ON M4K 1N7 Canada,100.0
961331,2010,15,29 FENWICK AVE,24,2400.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6773932,-79.3479464,29 Fenwick Ave Toronto ON M4K 3H2 Canada,100.0
959126,2010,15,17 ISABELLA ST,24,2400.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6676782,-79.38456149999999,17 Isabella St Toronto ON M4Y 1N1 Canada,100.0
962545,2010,15,398 COOK RD,24,2400.0,PARK 3 M OF FIRE HYDRANT,15.0,43.7666176,-79.5039547,398 Cook Rd North York ON M3J 0A4 Canada,100.0
957795,2010,15,114 BALMORAL AVE,24,2400.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6849667,-79.3982443,114 Balmoral Ave Toronto ON M4V 1J4 Canada,100.0
958438,2010,15,14 BOULTON DR,24,2400.0,PARK 3 M OF FIRE HYDRANT,11.0,43.6776623,-79.4037187,14 Boulton Dr Toronto ON M4V 2V4 Canada,100.0
965127,2010,15,8 PARKWOOD AVE,23,2300.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6855839,-79.4097773,8 Parkwood Ave Toronto ON M4V 2W8 Canada,100.0
960353,2010,15,225 WELLESLEY ST E,23,2300.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6673242,-79.3725736,225 Wellesley St E Toronto ON M4X 1X8 Canada,100.0
959765,2010,15,2 TOWNSLEY ST,23,2300.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6740181,-79.4633052,2 Townsley St Toronto ON M6N 3B1 Canada,100.0
964090,2010,15,591 GERRARD ST E,23,2300.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6654129,-79.3518934,591 Gerrard St E Toronto ON M4M 1Y2 Canada,100.0
963369,2010,15,5 BATHURST ST,23,2300.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6401732,-79.4011517,5 Bathurst St Toronto ON M5V Canada,100.0
965674,2010,15,95 BERKELEY ST,23,2300.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6535687,-79.3647276,95 Berkeley St Toronto ON M5A 2W8 Canada,100.0
958673,2010,15,15 BREADALBANE ST,23,2300.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6636416,-79.3850222,15 Breadalbane St Toronto ON M4Y 1C2 Canada,100.0
965381,2010,15,865 LOGAN AVE,23,2300.0,PARK 3 M OF FIRE HYDRANT,14.0,43.6771941,-79.3491382,865 Logan Ave Toronto ON M4K 3E2 Canada,100.0
962975,2010,15,44 HEATH ST E,23,2300.0,PARK 3 M OF FIRE HYDRANT,10.0,43.6906813,-79.3926738,44 Heath St E Toronto ON M4T 1S3 Canada,100.0
966049,2010,15,LITTLE NORWAY CRES,23,2300.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6339763,-79.3987192,Little Norway Crescent Toronto ON M5V Canada,100.0
964350,2010,15,63 MC CAUL ST,23,2300.0,PARK 3 M OF FIRE HYDRANT,13.0,43.6523791,-79.39041089999999,63 McCaul St Toronto ON M5T 2W7 Canada,100.0
957677,2010,15,110 GEORGE ST S,23,2300.0,PARK 3 M OF FIRE HYDRANT,15.0,43.6490117,-79.3702352,110 George St S Toronto ON M5A 4P9 Canada,100.0
964962,2010,15,76 GRENVILLE ST,23,2300.0,PARK 3 M OF FIRE HYDRANT,12.0,43.6616205,-79.3876365,76 Grenville St Toronto ON M5S 1B2 Canada,100.0
965632,2010,15,922 LOGAN AVE,23,2300.0,PARK 3 M OF FIRE HYDRANT,15.0,43.678856,-79.3499404,922 Logan Ave Toronto ON M4K 3E4 Canada,100.0
