,infraction_code,location2,count,fine_sum,fine_descrp,lat,lng,address
81,1,240 QUEEN ST W,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6500615,-79.39064909999999,240 Queen St W Toronto ON M5V 1Z7 Canada
82,1,2411 YONGE ST,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.7103527,-79.398954,2411 Yonge St Toronto ON M4P Canada
83,1,266 GAMBLE AVE,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6918301,-79.34252649999999,266 Gamble Ave East York ON M4J 2P3 Canada
84,1,280 CONSUMERS RD,3,90.0,PARK FAIL TO DEPOSIT FEE METER,43.770759,-79.3294813,280 Consumers Rd North York ON M2J 1P8 Canada
85,1,288 EGLINTON AVE W,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.7050314,-79.4077416,288 Eglinton Ave W Toronto ON M4R 1B2 Canada
86,1,29 BANGOR RD,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.760546,-79.4155188,29 Bangor Rd North York ON M2N Canada
87,1,299 QUEEN ST W,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6498398,-79.3905094,299 Queen St W Toronto ON M5V 2Z5 Canada
88,1,3 BEDFORD PARK AVE,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.7272694,-79.40322019999999,3 Bedford Park Ave Toronto ON M5M 1H8 Canada
89,1,3 GLENCAIRN AVE,3,90.0,PARK FAIL TO DEPOSIT FEE METER,43.71802539999999,-79.4013513,3 Glencairn Ave Toronto ON M4R 1M6 Canada
90,1,3 WESTMORELAND AVE,2,60.0,PARK FAIL TO DEPOSIT FEE METER,43.6613304,-79.4304502,3 Westmoreland Ave Toronto ON M6H Canada
91,1,3246 LAKE SHORE BLVD W,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.5972524,-79.52218570000001,3246 Lake Shore Blvd W Etobicoke ON M8V 1M1 Canada
92,1,328 WARREN RD,39,1170.0,PARK FAIL TO DEPOSIT FEE METER,43.70286189999999,-79.41445209999999,328 Warren Rd Toronto ON M5P 2M8 Canada
93,1,331 WARREN RD,2,60.0,PARK FAIL TO DEPOSIT FEE METER,43.7029393,-79.4139671,331 Warren Rd Toronto ON M5P 2M7 Canada
94,1,333 SIDNEY BELSEY CRES,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6914947,-79.5091037,333 Sidney Belsey Crescent North York ON M6M 0A2 Canada
95,1,3341 DANFORTH AVE,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6927977,-79.2807689,3341 Danforth Ave Scarborough ON M1L 1C7 Canada
96,1,3453 YONGE ST,2,60.0,PARK FAIL TO DEPOSIT FEE METER,43.7339593,-79.40420519999999,3453 Yonge St North York ON M4N 2N3 Canada
97,1,349 CARLAW AVE,2,60.0,PARK FAIL TO DEPOSIT FEE METER,43.6657084,-79.3415881,349 Carlaw Ave Toronto ON M4M 2T1 Canada
98,1,361 CRANBROOKE AVE,5,150.0,PARK FAIL TO DEPOSIT FEE METER,43.7262469,-79.41645129999999,361 Cranbrooke Ave North York ON M5M 1N2 Canada
99,1,370 CARLAW AVE,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6657339,-79.3419941,370 Carlaw Ave Toronto ON M4M Canada
100,1,381 RUSHOLME RD,13,390.0,PARK FAIL TO DEPOSIT FEE METER,43.6606087,-79.4308762,381 Rusholme Rd Toronto ON M6H 1M1 Canada
101,1,388 QUEEN ST W,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6487442,-79.396829,388 Queen St W Toronto ON M5V 2A6 Canada
102,1,390 QUEEN ST W,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6488155,-79.39693199999999,390 Queen St W Toronto ON M5V 2A6 Canada
103,1,399 OLD ORCHARD GRV,4,120.0,PARK FAIL TO DEPOSIT FEE METER,43.7316079,-79.4189808,399 Old Orchard Grove Toronto ON M5M 2G1 Canada
104,1,4 ALBERTUS AVE,8,240.0,PARK FAIL TO DEPOSIT FEE METER,43.714617,-79.4002801,4 Albertus Ave Toronto ON M4R 1J4 Canada
105,1,4 KEEWATIN AVE,7,210.0,PARK FAIL TO DEPOSIT FEE METER,43.7124841,-79.3991925,4 Keewatin Ave Toronto ON M4P 1Z8 Canada
106,1,41 LADY BANK RD,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.624696,-79.5118403,41 Lady Bank Rd Etobicoke ON M8Z 4J6 Canada
107,1,42 TARLTON RD,46,1380.0,PARK FAIL TO DEPOSIT FEE METER,43.7031008,-79.4132176,42 Tarlton Rd Toronto ON M5P 2M4 Canada
108,1,42 TAUNTON RD,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.7073054,-79.3885526,42 Taunton Rd Toronto ON M4S 2P1 Canada
109,1,429 QUEEN ST E,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.656125,-79.3609706,429 Queen St E Toronto ON M5A 1T5 Canada
110,1,43 HILLSBORO AVE,6,180.0,PARK FAIL TO DEPOSIT FEE METER,43.6751818,-79.3931484,43 Hillsboro Ave Toronto ON M5R 1S6 Canada
111,1,43 TARLTON RD,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.7031511,-79.41300199999999,43 Tarlton Rd Toronto ON M5P 2M6 Canada
112,1,437 ST GERMAIN AVE,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.7287338,-79.41859110000001,437 St Germain Ave North York ON M5M 3Y6 Canada
113,1,44 TARLTON RD,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.7031388,-79.4130361,44 Tarlton Rd Toronto ON M5P 2M4 Canada
114,1,457 QUEBEC AVE,2,60.0,PARK FAIL TO DEPOSIT FEE METER,43.6650517,-79.4715559,457 Quebec Ave Toronto ON M6P 2V5 Canada
115,1,459 QUEBEC AVE,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6650163,-79.4718773,459 Quebec Ave Toronto ON M6P 2V5 Canada
116,1,460 DUPONT ST,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6734002,-79.413701,460 Dupont St Toronto ON M5R 1W6 Canada
117,1,460 KING ST E,2,60.0,PARK FAIL TO DEPOSIT FEE METER,43.655389,-79.3589458,460 King St E Toronto ON M5A 1L7 Canada
118,1,462 DUPONT ST,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6734034,-79.413741,462 Dupont St Toronto ON M5R 1W6 Canada
119,1,462 KING ST E,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6554657,-79.3589885,462 King St E Toronto ON M5A 1L7 Canada
120,1,464 KING ST E,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.6554878,-79.3589262,464 King St E Toronto ON M5A 1L7 Canada
121,1,466 QUEBEC AVE,3,90.0,PARK FAIL TO DEPOSIT FEE METER,43.6651514,-79.47209730000002,466 Quebec Ave Toronto ON M6P 2V4 Canada
122,1,4950 YONGE ST,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.7648382,-79.41270899999999,4950 Yonge St Toronto ON M2N 6K1 Canada
123,1,5 QUILTER RD,1,30.0,PARK FAIL TO DEPOSIT FEE METER,43.7601472,-79.41802419999999,5 Quilter Rd North York ON M2N Canada
124,1,5 ROWANWOOD AVE,4,120.0,PARK FAIL TO DEPOSIT FEE METER,43.6791109,-79.3898166,5 Rowanwood Ave Toronto ON M4W 1Y5 Canada
125,1,50 GLENARDEN RD,2,60.0,PARK FAIL TO DEPOSIT FEE METER,43.7024508,-79.43418710000002,50 Glenarden Rd Toronto ON M6C 3K4 Canada
126,1,517 CLENDENAN AVE,2,60.0,PARK FAIL TO DEPOSIT FEE METER,43.6657303,-79.47316529999999,517 Clendenan Ave Toronto ON M6P 1Z8 Canada
